wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate
3,2,Ab-N2.png,N2.mp3,1204.1082,4,Aa-N3.png,"2,4,3,1",4,1,5,1111111,1240.9769,1,SBJ-N3-REVEAL-INTR.mp4,SBJ-N3-REVEAL-INTR.mp3,1249.6132,mouse_continue,8.6396,,0,0,0,0,1,1,SBJ-N3-REVEAL-INTR.mp4,SBJ-N3-REVEAL-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1249.6163,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N5-SBJ-N4-PUSH-TR.mp3,1256.3442,mouse_continue,6.7282,,0,1,1,1,1,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,OBJ-N5-SBJ-N4-PUSH-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1256.3481,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-SBJ-N1-HIDE-TR.mp3,1262.4101,mouse_continue,6.0629,,0,2,2,2,1,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-SBJ-N1-HIDE-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1262.4138,1,SBJ-N1-HIDE-INTR.mp4,SBJ-N1-HIDE-INTR.mp3,1268.776,mouse_continue,6.3631,,0,3,3,3,1,1,SBJ-N1-HIDE-INTR.mp4,SBJ-N1-HIDE-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1268.7796,1,SBJ-N2-REVEAL-INTR.mp4,SBJ-N2-REVEAL-INTR.mp3,1275.3423,mouse_continue,6.5632,,0,4,4,4,1,1,SBJ-N2-REVEAL-INTR.mp4,SBJ-N2-REVEAL-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1275.3459,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,1281.1594,mouse_continue,5.8148,,0,5,5,5,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1281.1629,1,SBJ-N2-GO-INTR.mp4,SBJ-N2-GO-INTR.mp3,1287.1075,mouse_continue,5.9446,,0,6,6,6,1,1,SBJ-N2-GO-INTR.mp4,SBJ-N2-GO-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1287.11,1,OBJ-N5-SBJ-N1-PUSH-TR.mp4,OBJ-N5-SBJ-N1-PUSH-TR.mp3,1293.1895,mouse_continue,6.0795,,0,7,7,7,1,1,OBJ-N5-SBJ-N1-PUSH-TR.mp4,OBJ-N5-SBJ-N1-PUSH-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1293.1922,1,SBJ-N1-JUMP-INTR.mp4,SBJ-N1-JUMP-INTR.mp3,1298.8226,mouse_continue,5.6307,,0,8,8,8,1,1,SBJ-N1-JUMP-INTR.mp4,SBJ-N1-JUMP-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1298.826,1,OBJ-N5-SBJ-N2-REVEAL-TR.mp4,OBJ-N5-SBJ-N2-REVEAL-TR.mp3,1304.921,mouse_continue,6.0961,,0,9,9,9,1,1,OBJ-N5-SBJ-N2-REVEAL-TR.mp4,OBJ-N5-SBJ-N2-REVEAL-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1304.9243,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N5-SBJ-N2-HIDE-TR.mp3,1310.6202,mouse_continue,5.6968,,0,10,10,10,1,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,OBJ-N5-SBJ-N2-HIDE-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1310.6237,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,1316.4695,mouse_continue,5.8463,,0,11,11,11,1,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1316.4722,1,SBJ-N5-HIDE-INTR.mp4,SBJ-N5-HIDE-INTR.mp3,1322.2084,mouse_continue,5.7371,,0,12,12,12,1,1,SBJ-N5-HIDE-INTR.mp4,SBJ-N5-HIDE-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1322.2093,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,1327.8418,mouse_continue,5.6327,,0,13,13,13,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-SBJ-N3-REVEAL-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1327.8427,1,SBJ-N2-GO-INTR.mp4,SBJ-N2-GO-INTR.mp3,1333.7075,mouse_continue,5.8648,,0,14,14,14,1,1,SBJ-N2-GO-INTR.mp4,SBJ-N2-GO-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1333.7083,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,OBJ-N5-SBJ-N2-PUSH-TR.mp3,1339.8754,mouse_continue,6.167,,0,15,15,15,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,OBJ-N5-SBJ-N2-PUSH-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1339.8781,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,1345.6214,mouse_continue,5.7441,,0,16,16,16,1,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1345.6224,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,OBJ-N5-SBJ-N4-HIDE-TR.mp3,1351.5225,mouse_continue,5.9002,,0,17,17,17,1,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,OBJ-N5-SBJ-N4-HIDE-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1351.5235,1,SBJ-N2-GO-INTR.mp4,SBJ-N2-GO-INTR.mp3,1357.6048,mouse_continue,6.0815,,0,18,18,18,1,1,SBJ-N2-GO-INTR.mp4,SBJ-N2-GO-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1357.6058,1,SBJ-N1-REVEAL-INTR.mp4,SBJ-N1-REVEAL-INTR.mp3,1363.1384,mouse_continue,5.5327,,0,19,19,19,1,1,SBJ-N1-REVEAL-INTR.mp4,SBJ-N1-REVEAL-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1363.1411,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,1369.2137,mouse_continue,6.073,,0,20,20,20,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1369.2165,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,1375.2792,mouse_continue,6.0633,,0,21,21,21,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-SBJ-N1-REVEAL-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1375.2822,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp3,1381.7116,mouse_continue,6.4298,,0,22,22,22,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1381.7143,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,1387.5105,mouse_continue,5.7966,,0,23,23,23,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1387.5142,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp3,1393.5769,mouse_continue,6.0635,,0,24,24,24,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1393.5796,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,1399.5256,mouse_continue,5.9465,,0,25,25,25,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1399.5293,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp3,1405.8089,mouse_continue,6.2795,,0,26,26,26,1,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1405.8122,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,1411.5409,mouse_continue,5.7298,,0,27,27,27,1,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1411.544,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,1417.7651,mouse_continue,6.2216,,0,28,28,28,1,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1417.7671,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp3,1423.682,mouse_continue,5.9155,,0,29,29,29,1,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1423.6847,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp3,1429.4778,mouse_continue,5.7937,,0,30,30,30,1,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1429.4786,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp3,1435.828,mouse_continue,6.3497,,0,31,31,31,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1435.8289,1,Ab-SBJ-N2-JUMP-INTR.mp4,Ab-SBJ-N2-JUMP-INTR.mp3,1441.8451,mouse_continue,6.0161,,0,32,32,32,1,1,Ab-SBJ-N2-JUMP-INTR.mp4,Ab-SBJ-N2-JUMP-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1441.8476,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,1447.579,mouse_continue,5.7318,,0,33,33,33,1,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1447.5814,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp3,1453.585,mouse_continue,6.0038,,0,34,34,34,1,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
,,,,,,,,,,,,1453.5867,1,Ab-SBJ-N4-HIDE-INTR.mp4,Ab-SBJ-N4-HIDE-INTR.mp3,1459.368,mouse_continue,5.7815,,0,35,35,35,1,1,Ab-SBJ-N4-HIDE-INTR.mp4,Ab-SBJ-N4-HIDE-INTR.mp3,827601,1961.02.18.,2026-04-28_15h34.21.156,BrocantoHPilot1WOSession1,2025.2.4,Win32,60.60606061
