wordLearning.exposure.itemIdx,wordLearning.exposure.pass,wordLearning.exposure.image,wordLearning.exposure.audio,wordLearning.test.started,wordLearning.test.targetIdx,wordLearning.test.targetImage,wordLearning.test.optionOrder,wordLearning.test.responseIdx,wordLearning.test.correct,wordLearning.test.streakAfter,wordLearning.test.masteredSnapshot,passiveTrial.started,passive.sessionIndex,passive.movie,passive.sound,passiveTrial.stopped,passiveSelfPaceKey.keys,passiveSelfPaceKey.rt,passiveSelfPaceKey.duration,passiveTrials_s1.thisRepN,passiveTrials_s1.thisTrialN,passiveTrials_s1.thisN,passiveTrials_s1.thisIndex,passiveTrials_s1.ran,sessionIndex,passiveMovie,passiveSound,participant,születési dátum (ÉÉÉÉ.HH.NN),date,expName,psychopyVersion,OS,frameRate
3,2,Ab-N2.png,N2.mp3,337.049,2,Ab-N1.png,"6,4,5,2",2,1,5,1111111,376.138,1,SBJ-N3-REVEAL-INTR.mp4,SBJ-N3-REVEAL-INTR.mp3,387.178,mouse_continue,11.041,,0,0,0,0,1,1,SBJ-N3-REVEAL-INTR.mp4,SBJ-N3-REVEAL-INTR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,387.18,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,SBJ-N4-OBJ-N5-PUSH-TR.mp3,402.285,mouse_continue,15.104,,0,1,1,1,1,1,OBJ-N5-SBJ-N4-PUSH-TR.mp4,SBJ-N4-OBJ-N5-PUSH-TR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,402.286,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-HIDE-TR-SBJ-N1.mp3,412.752,mouse_continue,10.467,,0,2,2,2,1,1,OBJ-N5-SBJ-N1-HIDE-TR.mp4,OBJ-N5-HIDE-TR-SBJ-N1.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,412.755,1,SBJ-N1-HIDE-INTR.mp4,HIDE-INTR-SBJ-N1.mp3,422.019,mouse_continue,9.264,,0,3,3,3,1,1,SBJ-N1-HIDE-INTR.mp4,HIDE-INTR-SBJ-N1.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,422.02,1,SBJ-N2-REVEAL-INTR.mp4,SBJ-N2-REVEAL-INTR.mp3,436.408,mouse_continue,14.388,,0,4,4,4,1,1,SBJ-N2-REVEAL-INTR.mp4,SBJ-N2-REVEAL-INTR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,436.409,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,450.777,mouse_continue,14.367,,0,5,5,5,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,450.779,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,458.617,mouse_continue,7.837,,0,6,6,6,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,458.618,1,OBJ-N5-SBJ-N1-PUSH-TR.mp4,SBJ-N1-OBJ-N5-PUSH-TR.mp3,471.817,mouse_continue,13.199,,0,7,7,7,1,1,OBJ-N5-SBJ-N1-PUSH-TR.mp4,SBJ-N1-OBJ-N5-PUSH-TR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,471.819,1,SBJ-N1-JUMP-INTR.mp4,SBJ-N1-JUMP-INTR.mp3,477.395,mouse_continue,5.576,,0,8,8,8,1,1,SBJ-N1-JUMP-INTR.mp4,SBJ-N1-JUMP-INTR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,477.396,1,OBJ-N5-SBJ-N2-REVEAL-TR.mp4,SBJ-N2-REVEAL-TR-OBJ-N5.mp3,493.368,mouse_continue,15.97,,0,9,9,9,1,1,OBJ-N5-SBJ-N2-REVEAL-TR.mp4,SBJ-N2-REVEAL-TR-OBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,493.37,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,SBJ-N2-HIDE-TR-OBJ-N5.mp3,499.603,mouse_continue,6.234,,0,10,10,10,1,1,OBJ-N5-SBJ-N2-HIDE-TR.mp4,SBJ-N2-HIDE-TR-OBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,499.605,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,505.158,mouse_continue,5.552,,0,11,11,11,1,1,SBJ-N2-JUMP-INTR.mp4,SBJ-N2-JUMP-INTR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,505.161,1,SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-SBJ-N5.mp3,511.59,mouse_continue,6.43,,0,12,12,12,1,1,SBJ-N5-HIDE-INTR.mp4,HIDE-INTR-SBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,511.591,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,524.338,mouse_continue,12.747,,0,13,13,13,1,1,OBJ-N5-SBJ-N3-REVEAL-TR.mp4,OBJ-N5-REVEAL-TR-SBJ-N3.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,524.34,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,530.395,mouse_continue,6.055,,0,14,14,14,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,530.397,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,539.012,mouse_continue,8.615,,0,15,15,15,1,1,OBJ-N5-SBJ-N2-PUSH-TR.mp4,SBJ-N2-OBJ-N5-PUSH-TR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,539.014,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,546.339,mouse_continue,7.325,,0,16,16,16,1,1,SBJ-N5-REVEAL-INTR.mp4,SBJ-N5-REVEAL-INTR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,546.342,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,554.229,mouse_continue,7.888,,0,17,17,17,1,1,OBJ-N5-SBJ-N4-HIDE-TR.mp4,SBJ-N4-HIDE-TR-OBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,554.23,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,559.693,mouse_continue,5.463,,0,18,18,18,1,1,SBJ-N2-GO-INTR.mp4,GO-INTR-SBJ-N2.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,559.696,1,SBJ-N1-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N1.mp3,566.889,mouse_continue,7.194,,0,19,19,19,1,1,SBJ-N1-REVEAL-INTR.mp4,REVEAL-INTR-SBJ-N1.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,566.89,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,578.016,mouse_continue,11.124,,0,20,20,20,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,578.018,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,585.069,mouse_continue,7.052,,0,21,21,21,1,1,OBJ-N5-SBJ-N1-REVEAL-TR.mp4,REVEAL-TR-SBJ-N1-OBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,585.071,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-LOC-N1-PUSH-TR.mp3,593.71,mouse_continue,8.639,,0,22,22,22,1,1,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N2-LOC-N1-PUSH-TR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,593.711,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,609.646,mouse_continue,15.934,,0,23,23,23,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,609.649,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,620.029,mouse_continue,10.381,,0,24,24,24,1,1,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,620.031,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,633.544,mouse_continue,13.513,,0,25,25,25,1,1,SBJ-N4-REVEAL-INTR-LOC-N3.mp4,SBJ-N4-REVEAL-INTR-LOC-N3.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,633.545,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,641.335,mouse_continue,7.789,,0,26,26,26,1,1,OBJ-N5-SBJ-N4-REVEAL-TR-LOC-N1.mp4,OBJ-N5-LOC-N1-REVEAL-TR-SBJ-N4.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,641.337,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,657.426,mouse_continue,16.09,,0,27,27,27,1,1,SBJ-N5-REVEAL-INTR-LOC-N3.mp4,SBJ-N5-REVEAL-INTR-LOC-N3.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,657.428,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,670.912,mouse_continue,13.483,,0,28,28,28,1,1,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,670.913,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,684.766,mouse_continue,13.852,,0,29,29,29,1,1,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N2.mp4,SBJ-N1-LOC-N2-REVEAL-TR-OBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,684.768,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,701.059,mouse_continue,16.291,,0,30,30,30,1,1,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N2.mp4,LOC-N2-OBJ-N5-SBJ-N4-PUSH-TR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,701.06,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,712.098,mouse_continue,11.038,,0,31,31,31,1,1,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N1.mp4,LOC-N1-OBJ-N5-SBJ-N4-HIDE-TR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,712.101,1,Ab-SBJ-N2-JUMP-INTR.mp4,JUMP-INTR-Ab-SBJ-N2.mp3,721.363,mouse_continue,9.262,,0,32,32,32,1,1,Ab-SBJ-N2-JUMP-INTR.mp4,JUMP-INTR-Ab-SBJ-N2.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,721.365,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,738.371,mouse_continue,17.005,,0,33,33,33,1,1,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp4,OBJ-N5-Ab-SBJ-N4-REVEAL-TR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,738.372,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,748.913,mouse_continue,10.541,,0,34,34,34,1,1,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,748.915,1,Ab-SBJ-N4-HIDE-INTR.mp4,HIDE-INTR-Ab-SBJ-N4.mp3,757.037,mouse_continue,8.123,,0,35,35,35,1,1,Ab-SBJ-N4-HIDE-INTR.mp4,HIDE-INTR-Ab-SBJ-N4.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,757.039,1,SBJ-N4-HIDE-INTR-LOC-N1.mp4,HIDE-INTR-SBJ-N4-LOC-N1.mp3,764.552,mouse_continue,7.513,,0,36,36,36,1,1,SBJ-N4-HIDE-INTR-LOC-N1.mp4,HIDE-INTR-SBJ-N4-LOC-N1.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,764.553,1,SBJ-N5-JUMP-INTR-LOC-N2.mp4,JUMP-INTR-LOC-N2-SBJ-N5.mp3,776.788,mouse_continue,12.234,,0,37,37,37,1,1,SBJ-N5-JUMP-INTR-LOC-N2.mp4,JUMP-INTR-LOC-N2-SBJ-N5.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,776.79,1,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N5-LOC-N4-GO-INTR.mp3,786.684,mouse_continue,9.893,,0,38,38,38,1,1,SBJ-N5-GO-INTR-LOC-N4.mp4,SBJ-N5-LOC-N4-GO-INTR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
,,,,,,,,,,,,786.685,1,SBJ-N3-HIDE-INTR-LOC-N4.mp4,LOC-N4-SBJ-N3-HIDE-INTR.mp3,797.072,mouse_continue,10.387,,0,39,39,39,1,1,SBJ-N3-HIDE-INTR-LOC-N4.mp4,LOC-N4-SBJ-N3-HIDE-INTR.mp3,ALP1203,,2026-05-17_11h16.35.502,BrocantoHPilot1MorphSession1,2025.2.4,Win32,144.092219
